Job_ID,Job_Title,Experience_Level,Years_Experience_Required,Company,Industry,Location,Remote,Employment_Type,Required_Skills,Company_Size,Salary_USD,Applicants_Count,Date_Posted
JOB02211,Lead Data Engineer,Senior,6.0,Meridian Software,Finance,Remote,Yes,Full-time,"Machine Learning, LLMs, Azure, Computer Vision, GCP, PyTorch",5000+,185000.0,58,2026-07-10
JOB02212,Machine Learning Engineer,Mid,3.0,Quantum Insight,E-commerce,Singapore,Yes,Part-time,"Deep Learning, TensorFlow, PyTorch, Machine Learning, Python",1-50,117500.0,84,2026-01-14
JOB02213,AI Engineer,Mid,3.0,Vertex Analytics,Consulting,Singapore,Yes,Full-time,"TensorFlow, Power BI, NLP, AWS, Machine Learning",5000+,132000.0,84,2025-12-06
JOB02214,ML Engineer I,Entry,0.0,Atlas Intelligence,Healthcare,Singapore,Yes,Full-time,"SQL, Tableau, Excel, Python, Statistics, Machine Learning",201-1000,59500.0,65,2026-03-11
JOB02215,Senior Data Scientist,Senior,6.0,Corelytics,Manufacturing,Singapore,No,Full-time,"MLOps, GCP, Deep Learning",5000+,166000.0,5,2025-12-15
JOB02216,Junior Data Scientist,Entry,0.0,Vertex Analytics,Telecommunications,"Berlin, Germany",No,Full-time,"SQL, Python, Data Visualization, Generative AI",51-200,66000.0,34,2025-12-30
JOB02217,ML Engineer I,Entry,0.0,Bluewave Tech,Manufacturing,"Berlin, Germany",No,Full-time,"Statistics, Python, SQL, TensorFlow",1-50,75500.0,62,2026-01-11
JOB02218,Senior ML Engineer,Senior,6.0,Nexora AI,Gaming,"Bengaluru, India",Yes,Contract,"Deep Learning, NLP, Azure, GCP",1-50,90500.0,22,2026-06-12
JOB02219,AI Engineer,Mid,3.0,Skyline Data Co,Finance,"Bengaluru, India",No,Full-time,"Deep Learning, AWS, SQL, Machine Learning, GCP",201-1000,41000.0,103,2026-06-17
JOB02220,ML Engineer I,Entry,0.0,Zenith Data Group,Telecommunications,"San Francisco, USA",No,Full-time,"Excel, Statistics, Data Visualization, SQL, Tableau",201-1000,90000.0,42,2026-05-17
JOB02221,ML Engineer I,Entry,0.0,Ironpeak Tech,Telecommunications,Remote,Yes,Full-time,"SQL, Data Visualization, Tableau, Excel",1001-5000,67000.0,14,2026-07-02
JOB02222,Computer Vision Engineer,Mid,3.0,Bright Path AI,Telecommunications,"New York, USA",Yes,Full-time,"Deep Learning, Spark, TensorFlow, SQL, AWS",5000+,104500.0,64,2025-07-18
JOB02223,Data Engineer,Mid,3.0,Horizon Cloud,Telecommunications,"London, UK",Yes,Full-time,"TensorFlow, Machine Learning, Deep Learning, AWS, Excel",5000+,131000.0,18,2026-05-16
JOB02224,Director of Data Science,Manager,10.0,Bright Path AI,Healthcare,"London, UK",No,Full-time,"AWS, Statistics, MLOps",1001-5000,267000.0,51,2026-01-28
JOB02225,Head of Analytics,Manager,10.0,Pulse Robotics,Automotive,"New York, USA",No,Full-time,"Statistics, AWS, GCP, A/B Testing, MLOps, Kubernetes",1-50,255500.0,24,2025-07-02
JOB02226,Principal Data Scientist,Senior,6.0,Meridian Software,Manufacturing,Remote,Yes,Full-time,"Azure, Generative AI, Deep Learning, GCP, R",1-50,199000.0,23,2025-09-16
JOB02227,Senior Data Scientist,Senior,6.0,Clearline Systems,Healthcare,Remote,Yes,Full-time,"Azure, Computer Vision, AWS",1-50,179000.0,19,2025-07-13
JOB02228,Data Scientist,Mid,3.0,Orbital Systems,Gaming,"Berlin, Germany",Yes,Full-time,"Spark, Machine Learning, NLP, Power BI, AWS, GCP",51-200,100500.0,62,2025-07-18
JOB02229,AI Research Scientist,Senior,6.0,Orbital Systems,Manufacturing,"Toronto, Canada",No,Full-time,"MLOps, Computer Vision, Machine Learning",5000+,140500.0,27,2026-03-14
JOB02230,Data Analyst,Entry,0.0,Fusion Analytics,Automotive,"Toronto, Canada",No,Full-time,"Python, Tableau, Excel, Kubernetes",201-1000,56000.0,31,2025-11-17
JOB02231,Head of Analytics,Manager,10.0,DataForge,Consulting,"Toronto, Canada",Yes,Contract,"Generative AI, Statistics, LLMs, NLP",1001-5000,276000.0,8,2026-02-22
JOB02232,Data Analyst,Entry,0.0,Vertex Analytics,Gaming,"Austin, USA",Yes,Contract,"Python, SQL, Data Visualization, Excel",1-50,90000.0,97,2026-07-01
JOB02233,Computer Vision Engineer,Mid,3.0,Ironpeak Tech,Manufacturing,"New York, USA",No,Full-time,"Deep Learning, Machine Learning, TensorFlow, Spark, A/B Testing",201-1000,117500.0,32,2026-05-12
JOB02234,AI Research Assistant,Entry,0.0,Orbital Systems,Education,Remote,Yes,Full-time,"Python, SQL, Data Visualization",1001-5000,66500.0,114,2025-09-27
JOB02235,Junior Data Scientist,Entry,0.0,Horizon Cloud,Automotive,Remote,Yes,Contract,"Excel, Data Visualization, Tableau, SQL",1001-5000,81500.0,44,2025-08-21
JOB02236,BI Analyst,Entry,0.0,DataForge,Healthcare,Remote,Yes,Part-time,"Excel, Python, Tableau, Data Visualization, Docker",5000+,79500.0,22,2026-02-17
JOB02237,Junior Data Scientist,Entry,0.0,Zenith Data Group,Healthcare,"London, UK",Yes,Full-time,"Data Visualization, Python, Statistics, SQL",5000+,72500.0,24,2026-05-16
JOB02238,Computer Vision Engineer,Mid,3.0,DataForge,Technology,"Austin, USA",Yes,Full-time,"SQL, Deep Learning, Machine Learning",1001-5000,100000.0,21,2026-07-01
JOB02239,NLP Engineer,Mid,3.0,Meridian Software,Manufacturing,"Berlin, Germany",No,Full-time,"SQL, NLP, Spark, AWS, Machine Learning",51-200,113000.0,55,2026-01-29
JOB02240,Analytics Engineer,Mid,3.0,Novacore AI,Technology,Remote,Yes,Part-time,"AWS, SQL, Deep Learning, Python",201-1000,127000.0,54,2025-10-27
JOB02242,Computer Vision Engineer,Mid,3.0,Atlas Intelligence,Education,Singapore,No,Full-time,"AWS, SQL, TensorFlow, Python",5000+,119000.0,46,2025-10-16
JOB02243,Data Engineer I,Entry,0.0,Pulse Robotics,Healthcare,"Toronto, Canada",No,Full-time,"Tableau, Excel, Python, Statistics",1-50,69000.0,33,2026-02-11
JOB02244,Data Analyst,Entry,0.0,Skyline Data Co,Gaming,"Austin, USA",No,Part-time,"SQL, Data Visualization, Statistics, Excel, Tableau",1-50,93500.0,38,2026-01-17
JOB02245,Machine Learning Engineer,Mid,3.0,Northstar Labs,Telecommunications,"San Francisco, USA",No,Full-time,"Spark, Machine Learning, SQL, Deep Learning, Python",5000+,141000.0,4,2025-11-16
JOB02246,Analytics Engineer,Mid,3.0,Corelytics,Technology,"New York, USA",No,Full-time,"NLP, Power BI, Machine Learning, PyTorch",5000+,152000.0,20,2025-11-20
JOB02247,Data Engineer I,Entry,0.0,Silverline AI,Gaming,"New York, USA",No,Contract,"Statistics, Excel, Tableau, SQL, Data Visualization",51-200,88500.0,40,2026-06-18
JOB02248,Data Engineer I,Entry,0.0,Ironpeak Tech,Technology,"Bengaluru, India",No,Full-time,"Data Visualization, SQL, Excel, Tableau, Python",51-200,34000.0,43,2026-04-06
JOB02249,Principal Data Scientist,Senior,6.0,Corelytics,Gaming,"San Francisco, USA",No,Full-time,"MLOps, Azure, Computer Vision",1001-5000,247500.0,82,2026-06-27
JOB02250,BI Analyst,Entry,0.0,Horizon Cloud,Automotive,"Toronto, Canada",Yes,Full-time,"Statistics, Python, Excel",1-50,65000.0,28,2025-07-19
JOB02252,Computer Vision Engineer,Mid,3.0,Silverline AI,Automotive,"Toronto, Canada",Yes,Full-time,"Spark, Power BI, AWS, PyTorch, NLP, Machine Learning",1001-5000,116500.0,25,2025-10-09
JOB02253,Data Engineer I,Entry,0.0,Clearline Systems,Manufacturing,Singapore,No,Contract,"Excel, Python, Statistics, Spark",201-1000,70000.0,83,2026-05-14
JOB02255,Data Engineer,Mid,3.0,Northstar Labs,Telecommunications,"Dublin, Ireland",Yes,Full-time,"Machine Learning, Python, PyTorch",201-1000,119500.0,41,2026-06-27
JOB02256,Staff AI Engineer,Senior,6.0,Vertex Analytics,E-commerce,"Austin, USA",Yes,Full-time,"GCP, NLP, AWS, Computer Vision, MLOps",51-200,213500.0,34,2025-08-18
JOB02258,ML Engineer I,Entry,0.0,Novacore AI,Technology,Remote,Yes,Full-time,"Excel, Data Visualization, Statistics, LLMs",201-1000,83500.0,32,2025-11-06
JOB02259,Junior Data Scientist,Entry,0.0,Bluewave Tech,Finance,"Toronto, Canada",No,Full-time,"Statistics, Excel, Python, Data Visualization, Computer Vision",201-1000,57500.0,16,2026-02-15
JOB02260,Data Science Manager,Manager,10.0,DataForge,Technology,"New York, USA",Yes,Contract,"A/B Testing, Statistics, GCP, AWS, MLOps, Kubernetes",51-200,321000.0,21,2026-06-09
JOB02261,Data Engineer,Mid,3.0,Skyline Data Co,Finance,"San Francisco, USA",No,Full-time,"PyTorch, SQL, Power BI, TensorFlow, Spark, Kubernetes",1001-5000,155000.0,1,2026-06-09
JOB02262,Data Engineer,Mid,3.0,Zenith Data Group,E-commerce,"New York, USA",No,Full-time,"TensorFlow, Python, PyTorch, Power BI",51-200,133500.0,34,2026-07-06
JOB02264,Junior Data Scientist,Entry,0.0,Bluewave Tech,E-commerce,"Berlin, Germany",No,Full-time,"Excel, Statistics, Python, SQL",51-200,56500.0,72,2026-02-16
JOB02265,BI Analyst,Entry,0.0,Horizon Cloud,Healthcare,"Dublin, Ireland",No,Full-time,"Data Visualization, SQL, Tableau, Python, Statistics",1-50,58500.0,24,2025-10-15
JOB02266,Lead Data Engineer,Senior,6.0,Northstar Labs,Automotive,"Berlin, Germany",No,Full-time,"LLMs, Deep Learning, Azure, AWS, Machine Learning",1001-5000,177500.0,53,2026-01-03
JOB02267,Senior Data Scientist,Senior,6.0,Zenith Data Group,Automotive,"New York, USA",No,Full-time,"Deep Learning, Machine Learning, Kubernetes, Generative AI, R",51-200,167000.0,47,2026-06-25
JOB02268,AI Research Scientist,Senior,6.0,Meridian Software,Technology,Singapore,Yes,Full-time,"Kubernetes, GCP, Generative AI, Computer Vision, TensorFlow",51-200,142000.0,117,2025-11-05
JOB02269,Computer Vision Engineer,Mid,3.0,DataForge,Technology,"London, UK",Yes,Full-time,"PyTorch, Spark, Python, Kubernetes",201-1000,110000.0,31,2025-12-31
JOB02270,AI Engineer,Mid,3.0,Pulse Robotics,Finance,Remote,Yes,Full-time,"Spark, Deep Learning, TensorFlow, NLP",5000+,105000.0,71,2026-03-17
JOB02271,Machine Learning Engineer,Mid,3.0,Pulse Robotics,Technology,"Sydney, Australia",No,Full-time,"AWS, Machine Learning, Python, NLP, SQL",51-200,122500.0,58,2026-03-30
JOB02272,Computer Vision Engineer,Mid,3.0,Pulse Robotics,Automotive,"Toronto, Canada",No,Full-time,"Spark, NLP, Power BI, Python, A/B Testing",201-1000,85500.0,103,2026-01-29
JOB02273,Data Engineer I,Entry,0.0,Novacore AI,Telecommunications,"Dublin, Ireland",No,Full-time,"SQL, Data Visualization, Tableau, Statistics, Excel, Airflow",51-200,64000.0,37,2026-06-24
JOB02274,Head of AI,Manager,10.0,Bright Path AI,Automotive,"New York, USA",No,Contract,"AWS, GCP, MLOps, Azure",51-200,278500.0,14,2025-10-24
JOB02275,AI Research Assistant,Entry,0.0,Atlas Intelligence,Consulting,"San Francisco, USA",Yes,Full-time,"Data Visualization, Tableau, SQL, Python",201-1000,115000.0,7,2025-11-24
JOB02276,Principal Data Scientist,Senior,6.0,Pulse Robotics,Manufacturing,"Berlin, Germany",No,Full-time,"GCP, NLP, AWS, Azure",1-50,178000.0,53,2026-06-10
JOB02277,Data Analyst,Entry,0.0,Northstar Labs,Automotive,"Dublin, Ireland",No,Full-time,"Python, Statistics, Excel, SQL",201-1000,67500.0,44,2026-05-30
JOB02278,Data Engineer I,Entry,0.0,Silverline AI,Gaming,"Bengaluru, India",Yes,Contract,"Tableau, Statistics, Python, Data Visualization, Excel, NLP",5000+,37500.0,5,2026-07-02
JOB02279,ML Engineer I,Entry,0.0,Fusion Analytics,Education,"Berlin, Germany",Yes,Full-time,"Statistics, Python, SQL, Data Visualization, Excel",1001-5000,61000.0,9,2026-03-14
JOB02280,AI Research Scientist,Senior,6.0,Novacore AI,Automotive,"Dublin, Ireland",No,Full-time,"Machine Learning, LLMs, AWS, Tableau",1001-5000,139000.0,48,2026-03-10
JOB02281,Senior Data Scientist,Senior,6.0,Vertex Analytics,E-commerce,"Sydney, Australia",No,Full-time,"AWS, Generative AI, Computer Vision, Azure",51-200,171000.0,16,2026-03-17
JOB02282,Analytics Engineer,Mid,3.0,Orbital Systems,Automotive,Singapore,No,Full-time,"NLP, Spark, Deep Learning, Power BI, Machine Learning",1-50,95000.0,12,2025-10-18
JOB02283,Data Analyst,Entry,0.0,Bluewave Tech,Technology,Remote,Yes,Full-time,"Data Visualization, Statistics, Tableau, Python",1-50,53500.0,5,2025-08-04
JOB02284,NLP Engineer,Mid,3.0,Silverline AI,Telecommunications,"Bengaluru, India",No,Full-time,"Python, PyTorch, Power BI, NLP, Deep Learning",1-50,50500.0,26,2026-05-30
JOB02286,NLP Engineer,Mid,3.0,Atlas Intelligence,Education,"Dublin, Ireland",No,Full-time,"Power BI, NLP, Python, SQL, AWS",51-200,90000.0,17,2025-08-10
JOB02288,Principal Data Scientist,Senior,6.0,Bright Path AI,Technology,"Toronto, Canada",No,Full-time,"NLP, Kubernetes, LLMs, Deep Learning",1001-5000,145500.0,29,2025-09-09
JOB02289,Junior Data Scientist,Entry,0.0,Quantum Insight,Telecommunications,"San Francisco, USA",No,Full-time,"Excel, Data Visualization, Statistics, Python",51-200,99000.0,38,2025-10-12
JOB02290,Data Analyst,Entry,0.0,Horizon Cloud,Education,"San Francisco, USA",No,Full-time,"Statistics, SQL, Tableau, Excel",51-200,109000.0,13,2026-01-03
JOB02291,Head of Analytics,Manager,10.0,Meridian Software,Healthcare,"Sydney, Australia",No,Full-time,"MLOps, AWS, A/B Testing, TensorFlow",5000+,298500.0,35,2025-11-16
JOB02292,AI Engineer,Mid,3.0,Meridian Software,Consulting,"London, UK",No,Full-time,"SQL, Power BI, NLP",51-200,128500.0,87,2025-12-24
JOB02294,Data Scientist,Mid,3.0,Meridian Software,Automotive,"Sydney, Australia",No,Full-time,"TensorFlow, PyTorch, Power BI, SQL",51-200,112500.0,25,2025-07-02
JOB02295,AI Research Assistant,Entry,0.0,Skyline Data Co,Consulting,Remote,Yes,Contract,"Statistics, SQL, Excel, Data Visualization, Python, PyTorch",1001-5000,53000.0,135,2025-07-26
JOB02296,Data Scientist,Mid,3.0,DataForge,Gaming,"London, UK",Yes,Full-time,"Deep Learning, Machine Learning, PyTorch, Docker",1001-5000,114500.0,35,2025-11-16
JOB02297,Head of Analytics,Manager,10.0,Silverline AI,Finance,"Bengaluru, India",Yes,Full-time,"Generative AI, LLMs, Statistics, R",201-1000,96500.0,38,2026-03-20
JOB02299,AI Research Scientist,Senior,6.0,Bright Path AI,Consulting,"Dublin, Ireland",Yes,Full-time,"LLMs, Machine Learning, AWS, Generative AI, Kubernetes",201-1000,153500.0,13,2025-08-30
JOB02300,Senior Data Scientist,Senior,6.0,Northstar Labs,Consulting,"San Francisco, USA",Yes,Full-time,"Kubernetes, AWS, Computer Vision, NLP",51-200,223500.0,33,2026-06-29
JOB02301,NLP Engineer,Mid,3.0,Clearline Systems,E-commerce,"London, UK",Yes,Contract,"Deep Learning, AWS, NLP, SQL",1-50,123500.0,41,2025-10-30
JOB02302,Data Engineer,Mid,3.0,Horizon Cloud,Automotive,Remote,Yes,Full-time,"Deep Learning, AWS, Power BI, Spark, Machine Learning, Azure",201-1000,88500.0,80,2026-03-21
JOB02303,NLP Engineer,Mid,3.0,Zenith Data Group,Telecommunications,"Dublin, Ireland",Yes,Full-time,"Deep Learning, Power BI, Python, PyTorch",5000+,131000.0,66,2026-05-19
JOB02304,NLP Engineer,Mid,3.0,Fusion Analytics,Manufacturing,Remote,Yes,Full-time,"Python, Deep Learning, SQL",1001-5000,124500.0,90,2025-07-18
JOB02305,Computer Vision Engineer,Mid,3.0,Pulse Robotics,Telecommunications,"New York, USA",No,Full-time,"NLP, Power BI, Python, Spark, PyTorch",51-200,129000.0,18,2026-02-13
JOB02306,Data Engineer,Mid,3.0,Bluewave Tech,Telecommunications,"Sydney, Australia",No,Part-time,"AWS, NLP, Python, Azure",1001-5000,118000.0,7,2026-02-04
JOB02307,Machine Learning Engineer,Mid,3.0,DataForge,Technology,"Toronto, Canada",Yes,Full-time,"Power BI, Python, Spark, PyTorch",51-200,111000.0,35,2025-07-21
JOB02308,NLP Engineer,Mid,3.0,Zenith Data Group,Gaming,"London, UK",No,Full-time,"Python, Spark, SQL, GCP",1001-5000,115000.0,19,2025-10-31
JOB02309,Computer Vision Engineer,Mid,3.0,Orbital Systems,Technology,"Berlin, Germany",No,Full-time,"PyTorch, AWS, Spark, Deep Learning, Machine Learning",51-200,84000.0,66,2025-07-10
JOB02310,Senior ML Engineer,Senior,6.0,Orbital Systems,Gaming,"Austin, USA",No,Full-time,"LLMs, GCP, Machine Learning, Azure, Computer Vision",5000+,182500.0,31,2026-02-01
JOB02311,Data Engineer,Mid,3.0,Quantum Insight,Gaming,"New York, USA",No,Full-time,"PyTorch, Machine Learning, Python, Power BI",5000+,139000.0,57,2025-11-08
JOB02312,Head of Analytics,Manager,10.0,Fusion Analytics,Technology,"London, UK",No,Full-time,"Generative AI, Statistics, MLOps, GCP, Kubernetes",51-200,231500.0,38,2025-07-17
JOB02313,Principal Data Scientist,Senior,6.0,Ironpeak Tech,Finance,"Bengaluru, India",No,Full-time,"Deep Learning, Computer Vision, Kubernetes",51-200,82000.0,36,2025-08-11
JOB02314,Computer Vision Engineer,Mid,3.0,Meridian Software,Manufacturing,"Berlin, Germany",No,Full-time,"AWS, TensorFlow, SQL, Python, PyTorch",5000+,114000.0,12,2026-07-15
JOB02315,Junior Data Scientist,Entry,0.0,Pulse Robotics,Finance,"Dublin, Ireland",No,Full-time,"Data Visualization, SQL, Python, Tableau, Statistics, Excel",1-50,66500.0,23,2025-12-23
JOB02316,ML Engineer I,Entry,0.0,Corelytics,Manufacturing,Remote,Yes,Full-time,"SQL, Python, Tableau, Statistics, LLMs",201-1000,68500.0,14,2026-04-13
JOB02317,Head of Analytics,Manager,10.0,Vertex Analytics,Automotive,"Sydney, Australia",No,Part-time,"MLOps, Statistics, LLMs, A/B Testing, Machine Learning",51-200,270500.0,20,2026-01-08
JOB02319,ML Engineer I,Entry,0.0,Meridian Software,Education,"Austin, USA",No,Full-time,"SQL, Data Visualization, Tableau, Excel, Python",51-200,84000.0,41,2025-09-11
JOB02320,Analytics Engineer,Mid,3.0,Atlas Intelligence,Healthcare,"Toronto, Canada",No,Contract,"SQL, Machine Learning, Deep Learning, AWS, PyTorch",1001-5000,91000.0,128,2026-05-08
JOB02321,Senior Data Scientist,Senior,6.0,Bluewave Tech,Finance,Remote,Yes,Full-time,"Azure, Kubernetes, MLOps",1001-5000,153000.0,53,2026-02-18
JOB02322,Data Engineer I,Entry,0.0,Bright Path AI,Healthcare,"Dublin, Ireland",Yes,Full-time,"Excel, Statistics, Data Visualization, Kubernetes",51-200,78000.0,22,2025-09-02
JOB02323,Data Analyst,Entry,0.0,Bluewave Tech,Manufacturing,"San Francisco, USA",No,Full-time,"Data Visualization, SQL, Excel, Tableau, Statistics",51-200,101500.0,34,2025-07-28
JOB02324,ML Engineer I,Entry,0.0,Northstar Labs,Gaming,"London, UK",No,Contract,"Python, Data Visualization, SQL, Statistics, Tableau, AWS",1001-5000,81500.0,71,2025-11-18
JOB02326,Data Analyst,Entry,0.0,Nexora AI,Manufacturing,"London, UK",No,Full-time,"SQL, Tableau, Python, Data Visualization",5000+,93500.0,37,2026-03-17
JOB02327,BI Analyst,Entry,0.0,Vertex Analytics,Gaming,"Austin, USA",No,Full-time,"Statistics, Excel, SQL",5000+,85500.0,14,2025-09-04
JOB02329,Principal Data Scientist,Senior,6.0,Meridian Software,Finance,Singapore,No,Contract,"Kubernetes, AWS, Machine Learning, Computer Vision",201-1000,171500.0,61,2026-05-10
JOB02330,Junior Data Scientist,Entry,0.0,Nexora AI,Manufacturing,"Sydney, Australia",No,Full-time,"Statistics, Excel, Data Visualization, Tableau, SQL, NLP",1001-5000,76000.0,4,2025-07-15
JOB02331,Machine Learning Engineer,Mid,3.0,Orbital Systems,Technology,"Bengaluru, India",Yes,Full-time,"Deep Learning, Machine Learning, SQL",1001-5000,50500.0,23,2026-02-13
JOB02332,Data Science Manager,Manager,10.0,Bluewave Tech,E-commerce,"Dublin, Ireland",No,Full-time,"A/B Testing, MLOps, AWS",201-1000,215500.0,131,2026-04-10
JOB02333,Data Analyst,Entry,0.0,Meridian Software,Manufacturing,"Berlin, Germany",No,Full-time,"Data Visualization, Python, Tableau, Spark",1-50,74500.0,14,2026-03-01
JOB02334,Junior Data Scientist,Entry,0.0,Northstar Labs,E-commerce,"Bengaluru, India",No,Part-time,"Statistics, Tableau, Excel, Python, Data Visualization",5000+,33500.0,73,2026-06-19
JOB02335,Junior Data Scientist,Entry,0.0,Vertex Analytics,Consulting,"Bengaluru, India",No,Full-time,"Excel, Data Visualization, Tableau, Python",201-1000,25500.0,19,2025-09-14
JOB02336,Data Scientist,Mid,3.0,Clearline Systems,Gaming,"Dublin, Ireland",Yes,Part-time,"Python, PyTorch, Deep Learning, NLP, Machine Learning",1001-5000,109000.0,16,2026-07-13
JOB02337,Data Engineer I,Entry,0.0,Bluewave Tech,Manufacturing,"Bengaluru, India",No,Full-time,"Python, SQL, Data Visualization",201-1000,40000.0,39,2025-11-17
JOB02338,Data Engineer,Mid,3.0,Bright Path AI,Gaming,"Dublin, Ireland",Yes,Full-time,"NLP, Spark, Power BI, Machine Learning, AWS",201-1000,91000.0,40,2026-05-28
JOB02339,AI Engineer,Mid,3.0,Pulse Robotics,Manufacturing,"Austin, USA",Yes,Full-time,"Deep Learning, Machine Learning, NLP, Spark, Azure",1001-5000,101000.0,42,2026-03-25
JOB02340,ML Engineer I,Entry,0.0,Skyline Data Co,Education,"Toronto, Canada",No,Full-time,"Data Visualization, SQL, Excel, Tableau, Docker",51-200,53000.0,24,2025-08-25
JOB02341,Head of AI,Manager,10.0,Meridian Software,Gaming,"New York, USA",Yes,Full-time,"A/B Testing, Generative AI, Statistics, Computer Vision",201-1000,224500.0,47,2026-04-10
JOB02342,Computer Vision Engineer,Mid,3.0,Orbital Systems,Automotive,"Toronto, Canada",Yes,Full-time,"AWS, TensorFlow, Spark",201-1000,97500.0,66,2025-11-18
JOB02343,Director of Data Science,Manager,10.0,Silverline AI,Telecommunications,"Toronto, Canada",Yes,Full-time,"Generative AI, MLOps, Statistics",51-200,252500.0,131,2026-06-30
JOB02344,Computer Vision Engineer,Mid,3.0,Ironpeak Tech,Automotive,"New York, USA",No,Full-time,"TensorFlow, Power BI, NLP, Machine Learning",51-200,110000.0,68,2025-11-17
JOB02345,AI Engineer,Mid,3.0,Atlas Intelligence,E-commerce,Remote,Yes,Full-time,"TensorFlow, PyTorch, NLP",201-1000,97500.0,29,2026-07-10
JOB02346,AI Engineer,Mid,3.0,Bluewave Tech,Finance,"Austin, USA",No,Full-time,"Power BI, Deep Learning, SQL, NLP, Python",201-1000,96500.0,11,2025-08-18
JOB02347,Computer Vision Engineer,Mid,3.0,Vertex Analytics,Consulting,"London, UK",Yes,Full-time,"Python, NLP, AWS, Spark, Generative AI",1-50,143500.0,37,2026-02-16
JOB02348,Senior Data Scientist,Senior,6.0,Bluewave Tech,Gaming,"Toronto, Canada",No,Full-time,"AWS, Kubernetes, GCP, Machine Learning",51-200,141500.0,30,2025-08-25
JOB02349,NLP Engineer,Mid,3.0,Nexora AI,Gaming,"Sydney, Australia",No,Full-time,"SQL, Power BI, TensorFlow, NLP, Machine Learning",1001-5000,95000.0,12,2026-05-16
JOB02350,Senior ML Engineer,Senior,6.0,Vertex Analytics,Telecommunications,"Austin, USA",No,Part-time,"Computer Vision, GCP, Generative AI, Machine Learning, AWS",1-50,162000.0,103,2025-09-03
JOB02351,Head of AI,Manager,10.0,Meridian Software,Education,"Toronto, Canada",No,Full-time,"Generative AI, LLMs, MLOps, Statistics, Deep Learning",1001-5000,251500.0,31,2026-04-08
JOB02352,ML Engineer I,Entry,0.0,Corelytics,Automotive,"Dublin, Ireland",No,Full-time,"Data Visualization, Excel, SQL, Spark",5000+,65000.0,37,2025-08-21
JOB02354,Head of AI,Manager,10.0,Nexora AI,Telecommunications,"Toronto, Canada",Yes,Full-time,"A/B Testing, GCP, Generative AI, Airflow",201-1000,236000.0,41,2025-09-13
JOB02356,Data Science Manager,Manager,10.0,Orbital Systems,E-commerce,"Berlin, Germany",No,Full-time,"Statistics, GCP, A/B Testing",51-200,178000.0,160,2025-11-20
JOB02357,Lead Data Engineer,Senior,6.0,Horizon Cloud,Telecommunications,"Bengaluru, India",Yes,Full-time,"AWS, GCP, MLOps, LLMs",51-200,90500.0,11,2026-07-09
JOB02358,Machine Learning Engineer,Mid,3.0,Meridian Software,Finance,Remote,Yes,Full-time,"PyTorch, Machine Learning, SQL, NLP, AWS",201-1000,121000.0,97,2026-03-27
JOB02359,Data Scientist,Mid,3.0,Ironpeak Tech,Telecommunications,"Bengaluru, India",No,Full-time,"AWS, Machine Learning, Spark, SQL, TensorFlow, NLP",5000+,46000.0,59,2025-09-07
JOB02360,Data Analyst,Entry,0.0,Quantum Insight,Gaming,"Bengaluru, India",Yes,Full-time,"Statistics, Tableau, SQL, Python, Excel, TensorFlow",1001-5000,25500.0,15,2026-02-12
JOB02361,Data Analyst,Entry,0.0,Meridian Software,Healthcare,Singapore,Yes,Full-time,"Tableau, Data Visualization, SQL",5000+,79500.0,82,2025-07-16
JOB02362,Junior Data Scientist,Entry,0.0,Corelytics,Technology,"San Francisco, USA",No,Full-time,"Data Visualization, Statistics, Python, Kubernetes",1-50,106000.0,25,2025-12-31
JOB02363,Junior Data Scientist,Entry,0.0,Bluewave Tech,Telecommunications,"Austin, USA",Yes,Full-time,"Tableau, Statistics, Excel, Data Visualization, Python",1-50,78500.0,32,2025-09-25
JOB02364,NLP Engineer,Mid,3.0,Zenith Data Group,Education,"Bengaluru, India",No,Full-time,"Machine Learning, TensorFlow, Power BI, Spark, Python",51-200,56000.0,65,2025-07-13
JOB02365,Analytics Engineer,Mid,3.0,Ironpeak Tech,Finance,"Sydney, Australia",No,Full-time,"Deep Learning, SQL, Python, Power BI",1001-5000,116500.0,42,2026-03-15
JOB02366,AI Engineer,Mid,3.0,Nexora AI,E-commerce,"Austin, USA",Yes,Part-time,"Spark, Deep Learning, NLP, SQL, Computer Vision",51-200,127000.0,1,2025-12-07
JOB02367,Data Analyst,Entry,0.0,Bluewave Tech,Gaming,Singapore,Yes,Full-time,"SQL, Excel, Python, Statistics, AWS",201-1000,74500.0,91,2025-12-30
JOB02368,AI Research Assistant,Entry,0.0,Corelytics,Gaming,"New York, USA",No,Full-time,"Excel, SQL, Tableau, Python, MLOps",5000+,68000.0,46,2025-12-29
JOB02369,Data Scientist,Mid,3.0,Horizon Cloud,Gaming,"Dublin, Ireland",Yes,Full-time,"NLP, Spark, Power BI, Machine Learning",1001-5000,86500.0,61,2025-12-19
JOB02370,BI Analyst,Entry,0.0,Quantum Insight,Consulting,"Bengaluru, India",No,Full-time,"Python, Statistics, SQL, Deep Learning",201-1000,31500.0,68,2025-08-25
JOB02371,NLP Engineer,Mid,3.0,Ironpeak Tech,Automotive,"San Francisco, USA",No,Contract,"Spark, TensorFlow, PyTorch, AWS, SQL",5000+,160500.0,27,2025-08-19
JOB02372,Senior ML Engineer,Senior,6.0,Pulse Robotics,Finance,"Toronto, Canada",No,Full-time,"Kubernetes, Azure, Computer Vision, AWS, NLP, Airflow",51-200,132500.0,52,2026-05-29
